RMS_ch1,MAV_ch1,WL_ch1,SSC_ch1,RMS_ch2,MAV_ch2,WL_ch2,SSC_ch2,Label
9.149172,7.349894,505.0972,24,15.77105,12.18469,807.0536,25,0
9.220254,7.55963,530.6072,23,16.12915,12.74615,841.7086,23,0
9.917675,8.079031,554.4931,24,18.27985,14.06593,886.0189,24,0
9.689971,8.007573,569.9081,24,17.14106,13.21467,816.3079,22,0
9.140778,7.605181,513.9728,23,15.72309,11.9383,777.5637,25,0
8.662096,7.035614,475.8954,22,14.75553,10.96465,726.4269,24,0
9.258449,7.671824,504.113,23,14.47986,10.82289,652.8615,24,0
8.497169,7.024804,462.2091,23,11.48631,9.335827,549.0185,23,0
9.190377,7.34795,471.9468,24,14.37211,10.82346,584.3665,23,0
9.002228,7.162219,442.578,24,15.18765,11.73279,605.6804,23,0
9.031477,7.178603,430.2245,24,15.26548,11.86778,610.3803,25,0
8.13526,6.130248,358.8326,24,17.43529,13.59715,805.1457,24,0
8.237465,6.291378,360.3983,25,17.23683,13.23022,807.5156,26,0
6.713391,5.431277,325.1861,25,14.15077,10.84228,709.918,26,0
6.789109,5.572234,341.1359,27,12.82827,9.340485,624.3323,25,0
6.776062,5.521513,342.5504,26,12.9615,9.524584,655.02,24,0
7.559076,6.135241,384.2799,26,12.88195,8.927058,582.6569,25,0
7.198471,5.880376,362.0924,26,13.74922,9.310838,570.6939,25,0
7.20998,5.982062,343.7891,24,14.10989,9.997905,587.9467,25,0
6.512571,5.230772,310.2839,23,15.86742,11.98565,656.7035,25,0
6.352244,5.076818,285.9026,22,15.56103,11.53252,622.1217,24,0
5.484825,4.551091,255.9821,21,12.88992,9.928528,508.7761,23,0
5.385664,4.503539,228.6492,20,11.97848,9.237939,488.2919,22,0
5.970932,4.634976,231.8008,21,12.51722,9.48667,526.2529,23,0
6.174614,4.846832,244.2524,21,10.5392,8.087805,451.6647,23,0
5.927474,4.597613,245.3395,23,10.09687,7.661041,417.0174,22,0
6.854339,5.288403,280.7373,23,9.86382,7.299125,387.3108,22,0
6.566548,4.856725,271.4466,23,8.071019,6.249818,323.2121,23,0
5.321228,4.016131,245.6144,24,7.640329,6.006067,326.354,23,0
4.973855,3.517981,214.4234,25,7.240368,5.516819,320.715,21,0
6.730383,4.844059,252.805,24,6.647528,4.951638,281.9699,22,0
5.825604,4.124,207.0798,21,6.360557,4.473356,259.1939,25,0
5.735913,3.942852,193.4026,23,6.12403,4.140708,234.4408,25,0
6.364707,4.435905,220.9101,22,4.23981,3.298416,166.7577,25,0
7.08394,5.057621,266.7497,21,3.526201,2.732945,146.4452,26,0
5.341048,3.613414,211.1136,20,4.218836,3.164194,169.7081,25,0
6.100373,4.312019,259.8387,21,4.342226,3.342296,168.4854,24,0
7.36163,5.587727,310.4836,19,4.363036,3.330487,165.9263,23,0
4.234286,3.416015,167.5591,20,2.653956,1.899654,96.73795,20,0
4.389075,3.608999,190.9543,21,3.164887,2.346613,131.6084,21,0
4.825987,3.970028,211.5952,21,3.350605,2.60971,139.2521,21,0
5.619744,4.694839,235.0954,19,4.52054,3.535411,201.4289,21,0
5.266946,4.302435,226.3512,18,4.931934,3.968262,235.3392,21,0
5.141221,4.14891,230.5627,20,6.14797,4.734972,279.0337,22,0
5.582693,4.502698,241.9696,19,7.621536,5.840502,394.5065,22,0
5.953134,4.692637,253.0197,21,9.248781,7.308109,537.6854,24,0
7.134164,5.388129,341.8112,23,12.93672,9.698017,677.2344,24,0
8.268146,6.544354,421.0785,24,14.64556,11.61822,803.3547,24,0
9.632715,7.806233,478.5432,25,17.30869,13.97887,960.5677,24,0
9.70702,7.995581,478.619,25,17.77968,14.43237,950.7711,23,0
10.55781,8.873191,497.6852,23,17.72567,14.57878,877.0596,21,0
9.593757,7.792284,414.8027,23,15.50003,12.37182,726.7219,21,0
9.299279,7.480103,419.4087,23,15.63538,12.40414,717.2306,21,0
8.40036,6.841161,405.2123,24,13.70905,11.17183,643.0591,22,0
8.165665,6.388081,401.5,24,17.53306,13.95184,874.4438,23,0
7.006862,5.558856,369.3105,24,19.99329,16.03965,1038.105,23,0
7.152636,5.748494,390.2831,24,22.19456,18.0285,1096.088,23,0
7.293542,5.793486,352.5009,22,21.62253,17.41083,1087.27,24,0
6.873127,5.383565,335.6651,22,21.01411,16.53862,1006.452,21,0
8.086724,6.559086,349.8365,23,19.96528,15.78153,802.9694,20,0
9.603827,7.756071,468.115,23,17.59091,13.65673,652.257,19,0
10.22278,8.355262,441.302,23,16.97807,13.73592,641.0062,19,0
12.63182,9.843963,562.1693,24,21.27052,16.16996,764.4905,18,0
14.18448,11.5999,683.0298,24,21.00479,15.68692,752.0574,22,0
14.16488,11.53995,716.7891,23,19.04285,13.65373,706.2201,22,0
13.91157,11.13623,714.5171,23,20.79213,15.36738,853.1776,23,0
14.3737,11.49387,766.7301,23,20.02099,14.56237,899.1558,23,0
13.08652,10.79044,721.9689,23,15.55399,12.39032,747.4581,22,0
12.86322,10.51048,682.0914,22,21.18621,16.89466,920.9097,20,0
15.58542,12.2311,767.9623,23,23.91723,19.46135,947.092,18,0
16.81334,13.4835,797.1033,23,25.79068,20.66502,1041.809,18,0
17.42066,14.10807,856.1025,23,26.51312,21.53903,1048.773,19,0
17.32384,13.84872,866.6957,23,28.74017,24.48485,1117.954,19,0
19.71676,15.6713,953.6841,23,25.8306,21.50349,1037.009,18,0
19.06848,15.41059,957.3965,23,28.25915,22.46204,1237.872,21,0
18.09943,14.15523,885.3527,22,26.08083,20.74607,1132.195,22,0
18.52316,14.62381,871.9062,21,24.77913,19.26005,1069.53,23,0
21.24843,17.18453,1029.188,20,23.09115,17.31606,1061.181,24,0
19.51574,15.91542,1005.806,21,22.50796,16.55747,1054.2,25,0
18.04112,14.18828,914.5612,22,17.34822,14.51869,808.817,23,0
17.63429,13.70327,892.9797,23,19.00946,15.40646,724.6556,21,0
15.97479,11.88026,823.2647,24,19.36508,15.73068,752.0871,21,0
10.99453,8.27916,555.136,25,19.24018,15.3783,733.7717,20,0
9.215953,7.30756,435.5151,25,20.32238,16.71634,795.0514,20,0
8.592642,6.743653,400.4299,25,22.86323,17.86316,963.4377,23,0
9.751909,7.535622,463.5955,25,21.25802,16.90086,1020.98,24,0
10.99182,8.433391,542.5856,26,22.73896,18.50818,1176.874,24,0
11.08596,8.563961,558.0795,27,22.51009,18.31438,1161.82,24,0
12.06711,9.045296,597.7565,28,22.46237,18.31108,1031.952,21,0
12.1008,9.072523,597.3298,27,19.28719,16.54648,915.1008,20,0
11.13787,8.426845,530.3298,26,20.82703,17.42591,927.7341,19,0
9.668,7.442094,437.2352,23,18.94967,15.57681,759.389,18,0
9.670808,7.52666,415.1989,23,18.47587,15.35236,721.0101,17,0
9.509265,7.537105,475.9647,23,17.54047,14.48847,761.0616,20,0
10.16582,8.202848,531.2168,23,15.97154,12.54654,615.1513,20,0
10.15348,8.261613,513.5011,22,13.11248,10.85142,506.4283,20,0
10.49403,8.61727,571.7348,24,16.92751,13.30743,662.6913,22,0
10.93771,9.084603,611.0817,22,16.6027,12.76581,738.764,23,0
11.31007,9.365188,573.3674,21,17.19362,13.16459,826.227,24,0
11.62758,9.709504,598.1416,21,18.17307,14.69015,930.073,25,0
11.68903,9.631079,609.7382,21,20.27663,16.30581,1048.526,25,0
12.41823,10.26957,595.6121,20,17.12679,13.60491,909.7407,26,0
12.01195,9.76402,544.4348,20,17.42081,13.90646,873.8604,26,0
9.96499,7.945256,448.2115,20,16.21331,12.60292,750.1792,26,0
8.692378,6.813744,362.3479,20,17.35167,13.21691,791.6154,26,0
7.94591,6.182549,338.2793,23,13.73858,10.53609,656.6867,25,0
5.619118,4.556405,266.4947,24,13.06088,9.922159,584.7275,25,0
5.531638,4.473285,276.6142,26,11.82525,8.766335,530.4105,24,0
5.313442,4.258401,274.4197,27,11.26649,7.965391,473.5742,22,0
5.73449,4.538321,293.86,26,6.670393,5.140342,307.47,23,0
7.404469,5.376281,319.6324,26,5.829878,4.158609,255.5015,23,0
5.003214,3.847149,234.088,23,2.986189,2.53182,130.1815,25,0
5.34996,4.175669,248.7171,23,3.242669,2.649429,143.2764,25,0
6.245363,4.777892,268.5041,23,4.042232,3.161353,173.8905,24,0
6.604055,5.088668,286.8521,23,4.850606,3.813164,172.4963,25,0
8.118885,6.482507,390.5233,22,5.699583,4.50062,241.0414,23,0
8.391093,6.727346,416.9625,22,8.423022,6.530821,334.7912,24,0
9.338423,7.694312,492.6066,23,11.31399,8.966124,383.1723,20,0
9.522902,7.995654,521.624,23,12.32597,10.05787,439.3464,19,0
9.090114,7.391837,473.2726,24,14.74481,11.74653,581.5635,19,0
8.484607,6.856328,399.6994,23,17.33024,13.7367,730.1077,20,0
9.821417,7.684133,438.1387,23,16.49171,12.5751,624.8799,17,0
9.993053,7.843373,457.4772,22,15.27558,11.32754,629.1956,17,0
9.906211,7.80754,447.7354,22,15.83685,11.82674,638.2515,18,0
9.925778,7.837229,447.6417,21,14.92873,11.36125,629.7224,17,0
10.5773,8.34929,491.6187,22,13.0112,10.49285,559.4608,18,0
10.38256,8.225374,536.5172,23,14.1725,11.35074,671.1246,20,0
11.43177,9.057598,587.602,23,16.42075,13.3454,731.7853,24,0
11.46138,8.928995,598.1572,23,21.43048,16.87951,986.2187,23,0
12.50121,10.14768,709.5616,24,20.94588,16.32523,959.5744,24,0
12.10405,9.736996,710.5037,25,21.33825,16.54714,965.1324,23,0
13.42397,10.90886,760.9404,24,21.68071,17.26232,1052.331,26,0
12.42148,9.994325,703.1338,25,23.40288,18.30241,1233.209,24,0
12.77062,10.37097,726.1753,26,19.74145,15.64996,1042.803,23,0
12.48268,10.05575,659.8422,22,21.19417,17.14973,1104.416,22,0
12.04281,9.449844,568.5318,22,26.59179,21.50676,1354.121,20,0
11.46447,8.959619,538.8486,20,27.32108,22.46573,1399.65,20,0
13.6413,10.05518,651.32,20,28.475,23.02732,1436.172,21,0
13.60887,10.15479,656.5145,21,27.8163,21.94318,1409.14,23,0
14.17651,10.62085,728.0869,25,28.44639,22.9051,1515.158,25,0
17.23322,13.59816,915.3752,26,25.84097,20.49434,1362.888,25,0
17.84754,14.28033,953.8793,25,26.23483,20.60895,1280.659,25,0
17.82744,14.56221,880.8141,25,23.67098,19.05867,1124.604,24,0
18.26354,15.01436,946.026,22,24.72044,20.49437,1174.451,22,0
19.51557,16.25623,982.3884,21,24.26481,19.75442,1038.926,21,0
18.0213,14.89754,910.1702,20,21.10911,17.25855,886.1798,20,0
17.73286,14.30481,828.5859,20,23.20906,18.49254,1021.409,19,0
15.76986,12.26023,705.2078,21,26.16597,20.68357,1239.3,20,0
19.53897,14.94527,861.6813,21,29.42944,22.83732,1438.193,21,0
17.91552,13.60273,795.2253,22,29.10744,22.56024,1487.585,23,0
17.17981,12.46571,704.9863,23,32.86244,26.9754,1887.709,24,0
16.91809,12.34618,787.722,23,31.33776,24.99221,1822.774,26,0
19.62695,14.87523,989.5939,24,28.13984,21.83052,1533.327,24,0
16.80349,13.06261,839.5613,24,25.6805,20.25911,1443.435,24,0
17.30651,13.51708,866.3143,25,25.35752,20.19678,1371.642,24,0
19.00112,15.35781,1056.822,26,21.41776,17.38271,1097.247,24,0
22.03165,17.60837,1190.985,26,21.73458,17.65294,1051.239,24,0
19.81536,15.52254,1007.482,25,21.78999,17.88873,1028.852,24,0
18.86456,14.65227,926.6713,25,19.30357,15.92611,820.3171,22,0
18.89299,14.44567,969.1119,24,19.22046,15.57619,792.7897,20,0
19.22192,14.69958,924.7605,24,18.34622,14.65254,679.5393,20,0
15.77946,12.444,798.8158,25,16.77837,14.19773,665.218,20,0
15.93486,12.66792,852.2588,26,15.75256,12.90488,622.5936,19,0
16.12401,12.76483,877.0867,26,17.53297,14.16678,775.9343,20,0
16.20737,13.16634,913.3023,26,18.80781,14.89085,846.0503,22,0
13.68852,11.04999,759.0601,26,18.44216,14.21278,808.7919,20,0
12.44693,10.32076,665.1515,25,17.17619,12.77519,705.0998,20,0
11.95707,9.655304,608.1411,22,18.55675,14.4043,762.8705,20,0
10.65223,8.400031,523.9189,24,17.81966,14.01872,696.0189,21,0
9.602249,7.492871,435.8173,24,14.91503,11.68093,566.0457,20,0
12.31274,9.353153,547.858,22,15.43292,12.4086,645.4169,19,0
13.09032,9.942772,605.1466,23,16.64286,13.88181,720.6951,22,0
13.18442,10.10508,622.8015,23,14.46165,11.63443,659.4702,23,0
13.7168,10.89302,696.5405,22,13.27611,10.63026,577.8453,22,0
14.23564,11.60009,754.9871,23,14.78841,12.09934,744.2454,23,0
11.90281,9.854997,687.1732,23,16.55583,13.3176,784.0322,23,0
10.82125,9.144758,640.4168,23,15.20224,11.97868,716.3255,22,0
10.68861,8.977792,624.7004,24,17.50391,14.10823,883.0344,22,0
11.07597,9.097525,644.2619,24,19.09582,15.67145,1021.219,24,0
11.40337,9.198603,668.8853,24,19.78509,15.98487,971.4058,25,0
10.87672,8.734862,625.7442,24,18.30485,14.46366,951.4603,26,0
11.18211,8.793615,643.0387,24,19.28286,15.38328,1039.674,26,0
11.91857,9.377217,697.3536,26,17.63453,14.03391,941.439,26,0
11.04916,8.630304,624.3968,26,16.73634,13.16033,871.6527,26,0
9.062371,6.882559,478.8656,27,14.8092,11.77602,794.0033,25,0
9.168459,6.92113,472.8442,26,13.27421,10.03421,662.0022,26,0
7.830824,6.015069,406.7338,27,11.97019,9.135048,571.3408,25,0
5.977112,4.592802,308.0128,26,11.09709,7.933823,472.054,23,0
5.557155,4.344825,257.2541,25,8.145916,6.239094,345.8663,23,0
5.324748,4.16234,236.7978,22,7.553113,5.593868,306.9112,24,0
4.902549,3.941692,208.9019,19,8.525258,6.544715,366.5833,23,0
4.821644,3.901844,188.1722,17,6.933169,5.220155,310.5047,22,0
5.20174,4.314999,189.2968,15,6.988049,5.430667,317.9612,21,0
4.70074,3.810561,163.37,14,6.477087,4.996983,304.3578,21,0
4.715931,3.803916,177.0253,16,5.862378,4.648904,265.3855,20,0
4.809625,3.906653,188.6337,18,3.997626,3.326412,184.5485,22,0
3.530706,2.924944,168.6223,23,2.375996,1.598715,103.5029,28,0
3.19772,2.701655,122.6483,21,3.168411,2.305746,137.096,28,0
2.917831,2.404803,118.4711,23,3.497978,2.691626,172.1293,28,0
3.815444,3.00965,174.8797,24,4.128938,3.325153,214.7157,25,0
4.042852,3.162865,185.099,24,6.131879,4.753396,295.4696,24,0
4.99155,3.877726,226.7482,24,7.009952,5.281667,334.0781,23,0
5.439178,4.347181,253.5287,27,6.904992,5.122786,339.7427,23,0
6.149949,5.115449,284.4155,23,7.298918,5.52451,365.9454,22,0
6.770535,5.518909,272.7516,22,7.652063,5.835433,381.0833,24,0
6.882025,5.549584,285.0881,21,7.39898,5.415473,369.3037,24,0
6.487775,5.153583,260.7678,23,6.980962,5.303558,341.7781,24,0
6.341708,4.872548,271.7586,21,8.878776,6.639443,442.862,23,0
6.056022,4.588296,268.3315,23,10.75031,8.168459,541.6849,24,0
5.245804,4.18653,230.5718,25,12.82912,9.643677,609.364,23,0
5.311403,4.386185,238.344,24,14.11481,10.71117,691.0672,24,0
6.045239,4.956172,273.6378,23,15.96385,12.63823,766.7979,23,0
6.739213,5.561717,304.6209,22,16.80103,13.60132,822.0289,22,0
7.814775,6.48149,389.3153,22,17.75475,14.4156,904.7867,21,0
8.107689,6.719884,441.6678,20,18.33731,15.18194,966.4553,22,0
8.379527,7.051327,460.97,20,18.15077,15.22649,935.3362,22,0
8.352515,6.938284,431.6777,21,19.0448,15.94386,963.4528,23,0
8.885938,7.40215,440.8001,21,19.47217,15.74221,881.0154,22,0
8.323922,6.893611,357.0114,19,18.07113,14.36957,706.9079,22,0
8.74672,6.983747,339.4458,19,16.47523,13.03596,545.8912,22,0
10.0768,8.025853,401.9896,20,15.53835,11.98971,483.3795,21,0
13.15031,9.95361,538.701,19,15.08516,11.79394,562.0359,22,0
13.41356,10.32465,587.3008,18,12.97396,10.67459,588.0392,21,0
14.82264,11.82794,687.384,21,14.59754,12.00781,672.8823,21,0
15.57924,12.85768,793.5052,22,17.65768,13.99447,903.2475,22,0
15.87378,13.20369,755.6706,20,19.82179,16.26856,973.4741,23,0
16.30144,13.48988,793.7762,21,18.59516,14.97487,902.8769,24,0
16.11617,13.1653,814.9673,22,21.30372,17.66063,1097.939,25,0
15.07581,12.08936,760.4406,23,21.13674,17.35931,1158.682,25,0
14.24872,11.22571,689.7323,24,19.36208,15.97855,948.5165,25,0
14.95327,11.78809,790.5856,24,17.51631,14.24979,951.715,24,0
11.62056,9.428991,616.1419,26,18.07125,14.97892,994.2354,24,0
11.31847,9.008416,571.8115,25,17.62657,14.59952,888.9907,24,0
12.22162,9.697633,611.2877,24,16.74994,13.8351,815.5357,23,0
12.78304,10.40158,608.3397,25,17.75866,14.74431,885.87,23,0
13.28642,10.61648,643.7606,26,17.8164,14.7185,824.8726,23,0
16.14909,13.0979,850.2643,25,19.52009,15.66391,861.9518,23,0
16.59291,13.80719,885.2714,25,17.00571,13.41644,743.111,22,0
15.86046,12.96329,840.7304,25,18.98863,15.23045,872.2999,23,0
16.04289,12.94916,837.0022,25,18.42032,14.36435,904.5203,24,0
14.00082,11.06182,684.0903,26,18.5166,14.49679,961.3934,26,0
10.68255,8.746119,529.033,26,21.83619,15.98803,1080.668,25,0
9.913562,8.192231,499.7239,25,21.86384,16.06579,1066.21,24,0
10.39584,8.369876,514.7296,26,22.92935,16.68376,1046.596,23,0
9.414145,7.655233,543.1115,25,22.70856,16.66771,983.7456,22,0
10.96621,8.744561,549.0983,24,22.83009,16.76435,951.9836,21,0
11.01803,8.770952,545.3033,25,19.12914,14.84659,773.4157,22,0
11.65715,9.162368,579.7131,25,19.01126,14.39998,797.3988,24,0
12.58041,10.1747,639.5746,25,16.79201,12.85116,803.0586,25,0
12.58672,10.24001,637.1473,24,15.9618,12.13581,779.5671,27,0
11.37807,9.24232,637.7273,24,16.32255,12.52523,851.3774,26,0
12.30798,10.05922,659.6984,23,14.64831,11.67912,769.0489,27,0
11.92774,9.865713,650.0892,23,14.82797,12.01161,748.8756,27,0
12.38255,10.17974,676.0092,23,16.06604,12.68422,783.3221,27,0
12.48731,10.33097,668.0554,21,17.05366,13.85645,863.7329,28,0
12.42437,10.31451,628.5131,22,20.54421,16.10606,935.7352,26,0
11.51108,9.498627,586.7534,23,20.50113,16.0017,962.5983,23,0
11.45709,9.492253,550.6505,21,21.34748,17.05335,1004.075,22,0
9.346629,8.076588,445.1703,22,20.38368,16.30234,859.4621,22,0
9.650299,8.313982,490.0545,23,20.43799,16.17868,842.7433,21,0
10.57741,9.100253,586.1175,21,21.33451,16.60334,981.4066,23,0
11.29641,9.877287,678.3251,22,22.54392,17.66968,1063.671,24,0
11.24618,9.667171,694.8363,24,22.75008,18.07883,1054.753,25,0
11.1801,9.536424,665.5702,24,23.68978,18.66471,1206.006,26,0
10.12831,8.186188,571.5424,25,25.1848,19.9427,1330.811,25,0
8.639815,6.98858,459.3358,24,21.64479,17.61848,1123.017,25,0
7.403548,5.892607,341.5338,23,20.98255,17.20427,1070.65,24,0
8.771212,6.802977,364.5666,22,20.26672,16.33726,1141.151,24,0
9.733682,7.451736,453.3549,22,20.98751,17.43634,1123.385,24,0
11.6076,9.386308,564.0374,22,18.6262,15.63444,973.3277,25,0
12.09084,9.969148,623.277,23,20.47568,16.16481,983.277,24,0
12.30796,10.22699,650.3335,23,20.99328,16.14753,1087.314,25,0
13.03744,10.68659,695.1471,22,21.15048,16.43541,1074.486,25,0
12.10707,9.759499,603.4194,22,22.84648,17.083,1148.561,26,0
11.33899,9.107501,526.3871,21,23.49211,17.83206,1284.639,24,0
12.58984,10.06407,618.1053,22,22.4487,17.7791,1265.303,24,0
13.24235,10.86651,645.1369,22,21.5102,17.41125,1160.513,22,0
11.55025,9.545326,551.0651,22,21.87065,17.83723,1171.745,21,0
11.63479,9.632804,553.5482,22,17.40372,14.60598,919.1642,20,0
12.1662,10.09743,629.1739,23,16.39177,13.61399,828.5981,19,0
10.71748,8.960199,525.8336,22,16.21455,13.35925,807.5604,20,0
10.29965,8.594229,505.8889,22,15.61862,12.55417,794.5813,21,0
11.03696,8.989454,525.6843,23,16.17332,12.86467,809.764,22,0
10.93889,8.794202,527.8384,23,17.47853,14.40804,908.3436,22,0
10.20013,8.121079,485.0417,23,18.84488,15.41197,968.3688,22,0
11.24259,8.957836,551.6638,25,19.08599,15.341,970.1078,23,0
10.46267,8.153797,518.0659,23,18.99142,15.12818,930.788,24,0
10.97857,8.543152,549.889,25,17.00086,12.57585,755.9188,23,0
11.51091,9.072543,597.4437,25,14.34214,9.607325,587.0287,24,0
11.21563,8.737756,570.0222,24,11.08535,7.233922,436.1429,23,0
9.836529,7.530375,516.9042,26,6.475947,4.656106,271.0299,20,0
2.730899,2.307624,109.3135,21,3.968697,3.094032,162.6609,23,0
2.508207,2.061824,107.3369,22,4.78747,3.817713,203.4027,22,0
2.922179,2.229181,120.2298,22,5.80548,4.626326,278.8012,23,0
3.658617,2.703476,145.0808,23,7.53169,5.768357,380.6662,23,0
4.322405,3.358061,183.3503,23,9.575732,7.330943,507.5225,25,0
4.705976,3.736639,215.5151,22,9.438256,7.189095,533.1022,25,0
5.254169,4.317414,250.5435,22,9.95767,7.853689,578.5491,25,0
5.536641,4.618208,278.9925,23,10.18618,8.052636,591.1343,26,0
5.428589,4.460841,274.3392,25,10.01546,8.052865,579.1248,24,0
5.32749,4.380143,278.8953,25,10.41409,8.348181,596.3696,24,0
5.196026,4.270529,251.7864,23,10.84929,8.807024,587.3147,22,0
5.298387,4.406942,270.6794,23,10.88072,8.665829,591.5219,23,0
5.265349,4.470711,265.9552,23,12.66484,10.04222,684.4248,23,0
5.34004,4.585667,253.8017,23,14.07249,11.22193,740.8663,22,0
5.249002,4.506638,242.1913,24,13.19848,10.35885,655.5909,22,0
5.459724,4.673415,277.2846,25,14.08172,11.45402,709.7698,22,0
5.3569,4.613837,263.1901,25,14.05128,11.32284,705.272,21,0
6.162267,5.097582,273.2827,21,12.23713,9.667564,574.8779,21,0
7.838758,6.040978,351.1302,20,12.08803,9.630329,606.8307,22,0
9.646116,7.40875,425.4537,19,15.52338,11.64752,775.2136,25,0
10.44858,8.146413,460.8683,21,17.38069,11.90986,810.637,25,0
12.47966,9.803999,573.4935,22,21.15324,14.83863,1007.312,23,0
13.749,11.08191,658.5281,25,27.71214,20.42754,1357.481,23,0
14.23881,11.8645,633.5668,26,28.27959,20.64654,1278.895,25,0
15.62822,12.93371,676.9874,25,28.92593,20.85769,1276.55,25,0
16.02615,13.74023,658.9322,22,28.38735,21.21522,1287.906,26,0
14.86116,12.57291,587.5969,22,26.284,19.58427,1220.573,28,0
