RMS_ch1,MAV_ch1,WL_ch1,SSC_ch1,RMS_ch2,MAV_ch2,WL_ch2,SSC_ch2,Label
206.9939612645741,434.8066666666667,4718587,0,215.90605981923403,438.24,4456438,0,0
215.4792642769446,433.9266666666667,4718573,0,219.29901960565167,437.42,4587512,0,0
211.60519842385725,434.02666666666664,4456447,0,215.70272753645622,437.62666666666667,4653055,0,0
217.63061978192928,433.5,4325372,0,222.25849815023946,437.4266666666667,4521991,0,0
222.55736339200283,434.55333333333334,4194307,0,221.6475580736228,437.62666666666667,4390918,0,0
225.18839520129214,433.9066666666667,4390916,0,224.36088488563834,437.5133333333333,4521994,0,0
226.36513276857224,434.0133333333333,4390918,0,230.45852844564752,437.70666666666665,4521988,0,0
229.94281897898006,433.9,4653052,0,232.07411172583068,437.56666666666666,4128773,0,0
232.24421054858038,434.12,4653060,0,232.2747080506184,437.67333333333335,4259845,0,0
232.29231584363697,434.14666666666665,4718600,0,235.14986710606493,437.7133333333333,4653060,0,0
229.7326707283925,433.78,4521990,0,232.70320152503274,437.38,4456448,0,0
230.34908291547418,434.11333333333334,4390911,0,229.44492440089698,437.6533333333333,4456445,0,0
226.83703401340796,434.25333333333333,4325364,0,227.19829811569159,437.46666666666664,4587507,0,0
221.11591228734912,434.31333333333333,4259843,0,222.68634144613958,438.14,4194320,0,0
217.2123231617703,434.8466666666667,4390920,0,214.8983790849371,438.22,4194304,0,0
214.79914649116586,434.62,4390913,0,214.5768083150336,438.0733333333333,4390916,0,0
209.39560644865497,434.48,4456462,0,213.30705567327115,437.9533333333333,4259845,0,0
206.78242994348756,434.2266666666667,4522000,0,206.05843831301837,437.94666666666666,4390907,0,0
204.70085490783862,434.74666666666667,4718586,0,206.62257056446342,437.7133333333333,4521968,0,0
204.20749251680263,432.98,4784131,0,209.2201233151343,436.9533333333333,4390915,0,0
211.84407788119387,434.1666666666667,4784118,0,215.69190990855452,437.61333333333334,4325373,0,0
213.6278695925854,434.5466666666667,4784127,0,213.05557960306976,438.3066666666667,4390918,0,0
215.32545909235475,433.8666666666667,4784128,0,217.55195548037102,437.52,4325387,0,0
217.11049414219173,433.75333333333333,4718587,0,221.496275363718,437.50666666666666,4325366,0,0
222.85726373623095,434.18666666666667,4521997,0,228.7470218385367,437.76,4063238,0,0
212.38496494180876,433.92,4456442,0,216.24327349846823,437.3,4259839,0,0
216.70865234226343,433.5466666666667,4325369,0,218.2060799641782,436.7866666666667,4063234,0,0
219.07008011136526,434.26,4325366,0,223.9085081009652,437.7133333333333,4128768,0,0
223.65640314255853,434.08,4587500,0,219.98877244077707,437.1933333333333,4259814,0,0
220.44846714519625,434.44666666666666,4390910,0,209.75383985360872,437.6333333333333,4194308,0,0
218.40842474593327,434.4,4390919,0,212.66825495749634,438.1066666666667,4128774,0,0
219.03503524931043,434.2133333333333,4653053,0,217.9074115306774,437.6933333333333,4259838,0,0
213.59080816676857,433.8333333333333,4653052,0,207.92186032257408,437.11333333333334,4259850,0,0
197.7710966412096,434.1933333333333,4325398,0,198.77692689712927,437.70666666666665,4128783,0,0
195.84007080608743,434.32,4390926,0,202.36015747506556,437.87333333333333,4194311,0,0
206.49774817174156,434.29333333333335,4587521,0,210.23699325602365,437.62,4063237,0,0
191.82538935187907,435.43333333333334,4390922,0,197.3805123781643,438.8666666666667,4325363,0,0
188.98848289424058,434.7266666666667,4456454,0,194.6040253095158,438.20666666666665,4390899,0,0
204.37369367574357,434.35333333333335,4653049,0,209.73356113571015,437.88666666666666,4784118,0,0
209.1546636662289,434.12666666666667,4718587,0,214.19478674016943,437.55333333333334,4915195,0,0
195.466143700983,434.72,4849644,0,203.3473711001284,437.79333333333335,5373905,0,0
204.23824323568786,433.38,4915179,0,207.40962690611383,436.43333333333334,5046281,0,0
214.2819326650445,434.3333333333333,4718597,0,219.49727409089465,437.46666666666664,4980736,0,0
215.45412504753767,433.9066666666667,4718593,0,217.3804192347293,437.4066666666667,4653062,0,0
211.44961574805475,433.9,4521993,0,212.46365963775233,437.46,4521997,0,0
225.4161484898542,433.4533333333333,4390942,0,221.03298396393242,437.2866666666667,4325415,0,0
223.53469529359418,434.49333333333334,4456464,0,220.0191961322163,438.2733333333333,4653057,0,0
221.01315194651502,433.68,4521986,0,216.6203437660769,437.53333333333336,4521981,0,0
220.08212103667123,434.20666666666665,4587524,0,214.99641857482183,437.7266666666667,4521976,0,0
226.04735492074812,434.31333333333333,4784126,0,221.8027802651115,437.66,4390905,0,0
220.7799960745236,434.1,4653043,0,214.48981327792703,437.48,4063227,0,0
223.71432676518506,433.6066666666667,4325381,0,219.6109438681658,437.0466666666667,3866637,0,0
218.49556822355308,434.47333333333336,4587507,0,217.06829954340793,437.8066666666667,4128750,0,0
215.31691371867035,433.8933333333333,4521977,0,220.62334418642104,437.5933333333333,4194309,0,0
213.06271377226003,434.28,4653038,0,215.84801751849997,437.7,4521972,0,0
212.4979529313165,434.00666666666666,4587536,0,220.02590756545013,437.8,4718601,0,0
213.35602483485985,433.9266666666667,4915192,0,222.47050740866004,437.54,4915194,0,0
216.49700536804968,434.00666666666666,4718595,0,224.59680911951236,437.6333333333333,4849671,0,0
211.75169420809837,434.12666666666667,4456448,0,214.74429755719552,437.62,4718593,0,0
207.9561171657777,434.3066666666667,4128767,0,214.99038738200986,437.74666666666667,4718586,0,0
212.72299671952098,434.62,4128777,0,220.35444175237313,437.93333333333334,4128774,0,0
209.6965267555315,434.14,3866631,0,215.99804011456524,437.75333333333333,3932165,0,0
210.67638690655392,434.1,4063222,0,215.52443016976056,437.5133333333333,4194293,0,0
217.51654343214142,434.5133333333333,3932163,0,220.9268204632475,437.76666666666665,4128771,0,0
219.96534575549242,434.22,4128770,0,218.93052170342384,437.76,3997691,0,0
220.04373807647121,434.26,4259824,0,220.33565303872183,437.46666666666664,4128763,0,0
225.43127555865004,434.52666666666664,4521973,0,217.39020217111903,437.4866666666667,4325378,0,0
228.46798462804367,434.62,4587512,0,222.09733601884258,437.8666666666667,4194295,0,0
226.89413096567012,434.29333333333335,4784132,0,225.61765592849036,437.67333333333335,4194304,0,0
230.6508327898832,434.2866666666667,4849658,0,231.05696267370953,437.52,4325370,0,0
230.4287742448846,434.1666666666667,4915203,0,226.97665078152863,437.88,4325381,0,0
230.59757153968468,434.25333333333333,4915196,0,230.74688874753363,437.86,4194297,0,0
228.42664759903414,434.1066666666667,4718601,0,227.619726737381,437.7133333333333,3997700,0,0
231.31629139917203,434.1333333333333,4718593,0,228.48719876614533,437.6666666666667,4063226,0,0
231.15753646953988,434.0466666666667,4390927,0,227.45405396841505,437.62666666666667,4194301,0,0
226.03098607639322,434.86,4194296,0,224.2043264524572,437.94,4128771,0,0
224.20969351628548,433.9066666666667,4128785,0,227.36590187038453,437.5733333333333,4259849,0,0
226.02673883119817,434.35333333333335,4259836,0,226.88469905806048,437.82666666666665,4456443,0,0
225.7073621602391,434.18666666666667,4063226,0,227.76321037428323,437.7866666666667,4521984,0,0
225.59246441315366,434.12,4259833,0,230.82573513367177,437.8933333333333,4194310,0,0
232.25516140658746,433.62,4259855,0,237.0627764960159,437.24,4128769,0,0
230.8009965316441,433.8466666666667,4259833,0,235.0578510353001,437.66,4259832,0,0
232.22833591101667,434.1066666666667,4194313,0,237.8873683069364,437.6933333333333,4194312,0,0
233.06439739551243,434.05333333333334,4390926,0,237.06775402825244,437.74666666666667,4325383,0,0
230.55373921640626,434.2266666666667,4325369,0,234.02249179655075,437.6066666666667,4456450,0,0
230.8481463357821,433.88,4325370,0,235.14796760054438,437.7133333333333,4587511,0,0
232.53500094967782,434.2866666666667,4063230,0,237.0965344889433,437.76666666666665,4325382,0,0
232.04055679988357,434.02,4128753,0,235.81495570326607,437.5733333333333,4456439,0,0
233.5701322229935,434.34,4194292,0,236.70016194896587,437.55333333333334,4390901,0,0
229.26867790142347,434.0466666666667,4259843,0,235.97648187902115,437.66,4456449,0,0
228.78458572785595,434.29333333333335,4128773,0,235.90284723447772,437.62,4456453,0,0
228.64515447887075,434.7266666666667,4390908,0,237.65720411270235,437.5733333333333,4521979,0,0
229.95788020128091,434.41333333333336,4259854,0,241.4471370714509,437.6533333333333,4325387,0,0
229.53123244270412,434.18666666666667,4194300,0,240.71139011964792,437.74666666666667,4063233,0,0
231.6288266458502,434.3,4325374,0,237.93074622671193,437.72,3932164,0,0
230.69899580766852,434.8,4259847,0,235.5161424050023,437.9066666666667,3932157,0,0
227.70776593402928,433.70666666666665,4456450,0,233.23941919552678,437.68,3997698,0,0
222.28883612693343,434.38,4587481,0,227.6931414572399,437.74,4063209,0,0
219.9102998952073,434.1533333333333,4456449,0,226.21144975442778,437.46,4128775,0,0
218.80722108742205,434.6,4259870,0,227.49335521431536,437.62666666666667,4128782,0,0
216.55909124301385,433.46666666666664,4784126,0,224.04013033383106,437.32666666666665,4128770,0,0
222.8484836535054,434.66,4718592,0,226.8449837811422,437.78,4128770,0,0
221.42500611568994,434.46,4456489,0,225.93668729683247,437.81333333333333,4128787,0,0
217.39020217111903,434.43333333333334,4784126,0,226.2209981411982,437.96666666666664,4194304,0,0
219.46190254043336,433.94,4784116,0,222.779247986282,437.66,4259835,0,0
220.9445782694535,434.70666666666665,4587515,0,224.38201056828657,437.99333333333334,4390909,0,0
214.43564691223023,434.44666666666666,4259845,0,221.29107528321154,437.91333333333336,4325378,0,0
220.73830659856029,433.58666666666664,4390889,0,223.22192245983965,437.4,4390907,0,0
223.82524433137561,434.18,4128772,0,219.86323021369444,437.6933333333333,4325384,0,0
220.9418173788445,434.23333333333335,4063216,0,222.80197485659772,437.72,4456433,0,0
221.9756443096104,433.76,3997684,0,224.52377750845602,437.6066666666667,4325368,0,0
228.2460222362411,434.00666666666666,4259832,0,225.3746510442852,437.5466666666667,4325366,0,0
228.74126577132222,434.2733333333333,4521981,0,223.86256200326721,437.76666666666665,4259835,0,0
227.33855810222778,434.02,4587501,0,227.30270565921558,437.5466666666667,4128759,0,0
229.49367456787706,434.14666666666665,4587509,0,230.25561158561732,437.5933333333333,3997692,0,0
224.04838763088657,434.7866666666667,4390895,0,224.34454157240674,437.4866666666667,3932134,0,0
219.82424798006247,434.62,4194315,0,221.02548872622512,437.7866666666667,3866631,0,0
218.32378096151902,434.35333333333335,4194307,0,225.68194433760092,437.67333333333335,3801090,0,0
214.53925825669606,433.94666666666666,3866631,0,222.2789088810122,437.4066666666667,3997696,0,0
218.20102352341675,434.78,3866623,0,222.29802818138836,437.92,3997695,0,0
223.40293940173066,433.42,3866651,0,227.40001465845748,437.56666666666666,4194331,0,0
220.4537593238092,433.9,4063198,0,229.2769504333133,437.5466666666667,4325361,0,0
221.47503997817302,433.9266666666667,3932166,0,227.1974178257021,437.4533333333333,4325379,0,0
221.43611569329275,434.94,3997712,0,229.0411171238329,437.94,4194307,0,0
221.0379756210834,433.73333333333335,4063226,0,230.0413586002888,437.46666666666664,4390911,0,0
223.4226488071431,434.97333333333336,4128759,0,233.67236322109923,437.9066666666667,4325368,0,0
226.7301038680131,434.20666666666665,4063246,0,235.02246701113492,437.64,4259844,0,0
225.52439631519542,434.58666666666664,4128758,0,235.50538564259347,437.9066666666667,4259835,0,0
230.74287276822514,434.32666666666665,4521974,0,233.20335903812935,438.1666666666667,4653046,0,0
231.1220168367061,434.52,4718582,0,231.3626878589833,437.6666666666667,4587514,0,0
229.3876050124185,434.1,4915211,0,231.37705158463748,437.67333333333335,4456452,0,0
227.97928268448723,433.86,4849656,0,230.10561343290462,437.5,4456442,0,0
229.15990050617495,434.4866666666667,4915199,0,230.5229995756027,437.72,4653044,0,0
230.01541977296506,433.93333333333334,4718589,0,233.5291273767222,437.32,4259846,0,0
230.3137425339617,434.1,4718600,0,234.8366382544825,437.54,3866627,0,0
229.00518189188065,433.9066666666667,4784110,0,232.958994961202,437.53333333333336,4128761,0,0
232.67128457690404,434.35333333333335,4718596,0,235.20701520150286,437.74,3997702,0,0
233.23245914752087,434.1533333333333,4521996,0,237.0541288398074,437.74,3801106,0,0
229.1315342767119,434.47333333333336,4587538,0,236.85684846899966,437.6333333333333,3997707,0,0
229.07799254111399,433.94,4653051,0,234.34192966688656,437.76666666666665,4587513,0,0
230.37450669145952,434.62666666666667,4587528,0,231.73391350138346,437.87333333333333,4456450,0,0
222.33431284142057,434.92,4718575,0,226.63949346925395,438.1933333333333,4521978,0,0
218.39200229556636,433.8933333333333,4587508,0,221.32993471286255,437.46,4653045,0,0
222.63659477573165,434.05333333333334,4521980,0,218.56869248209665,437.56666666666666,4587517,0,0
220.14814708887891,434.79333333333335,4456469,0,220.2594076689272,437.9266666666667,4325383,0,0
216.1632716258708,433.74666666666667,4259845,0,220.50339377584797,437.5466666666667,4325381,0,0
226.0799563576273,433.81333333333333,4194327,0,226.57148982164549,437.16,4456453,0,0
230.08394120407448,434.43333333333334,4325372,0,230.37614170453213,437.66,4653054,0,0
227.53562358452797,434.08666666666664,4325361,0,232.11018934979998,437.58,4718580,0,0
231.0408621867569,433.93333333333334,4194269,0,235.4340105705489,437.36,4784112,0,0
234.92288096309395,434.56,4325364,0,235.09368345406475,437.68,4849657,0,0
232.84668775827583,433.94,4325370,0,228.14109669237587,437.48,4653064,0,0
232.2459759249519,434.12666666666667,4325391,0,225.70268053348414,437.7133333333333,4456454,0,0
234.33850160256068,434.25333333333333,4259844,0,229.4570257513739,437.67333333333335,4653049,0,0
228.93565325945482,433.8666666666667,4325369,0,224.41283385760272,437.5466666666667,4521978,0,0
224.99373324606177,434.3,4259824,0,219.32885507079698,437.44,4259820,0,0
220.0315886412676,435.7266666666667,3735599,0,220.39166650911886,438.47333333333336,3866652,0,0
216.6479479093521,433.94666666666666,3801088,0,221.27617735912438,437.4,3932159,0,0
212.88466360919472,434.5733333333333,3866601,0,217.90993552383057,437.7,3932148,0,0
217.8447000349867,434.52666666666664,3801099,0,222.90836682367936,437.7266666666667,3801093,0,0
214.72143193759987,433.4533333333333,3735563,0,225.1213598632228,437.36,3735561,0,0
213.93326062115727,433.61333333333334,3932129,0,227.87793516120277,437.3,3932149,0,0
209.55315952441916,434.54,3866623,0,227.06273729228815,437.88666666666666,4259839,0,0
212.03048522952227,433.75333333333333,3801113,0,226.47364820952862,437.58,3932175,0,0
212.7659590567376,434.12666666666667,3801077,0,225.771211628055,437.72,4259836,0,0
214.64550620344545,434.5466666666667,3932157,0,228.2190322183202,438.00666666666666,4456447,0,0
217.02092065052162,433.72,4194318,0,220.98568581094418,437.78,4784141,0,0
222.2461248256086,433.87333333333333,4390906,0,218.78013316264955,437.6533333333333,4653050,0,0
220.6723060709401,434.06666666666666,4456442,0,218.90131718805776,437.72,4849655,0,0
217.50799219032544,434.47333333333336,4587527,0,215.4356980632504,437.99333333333334,4718602,0,0
218.90456063469,434.1933333333333,4456457,0,217.96807105629026,437.76,4521982,0,0
222.9098771551708,433.72,4259842,0,226.64518525660324,437.18666666666667,4325359,0,0
232.18301689256543,434.58,3997703,0,241.58124927237213,437.7266666666667,3735550,0,0
231.16141546547078,434.53333333333336,4194291,0,240.22124524418456,437.47333333333336,3932148,0,0
229.87719910131727,433.8466666666667,4259838,0,240.4636355044147,437.1066666666667,4063230,0,0
230.68341943017924,433.26666666666665,4194300,0,239.2148128077914,437.42,4259843,0,0
232.31132846534484,434.66,3997686,0,237.48484863951498,437.97333333333336,4128771,0,0
226.10165855207697,434.38666666666666,4194288,0,231.61557230318806,437.81333333333333,4259833,0,0
219.65655009582574,434.58666666666664,4063253,0,228.14463248854517,437.9866666666667,3997708,0,0
216.69882325476527,434.5933333333333,4063218,0,226.16440922479381,437.9533333333333,3997693,0,0
218.55286164526268,435.02,3866613,0,226.05763276946288,437.8933333333333,3735544,0,0
214.51629308749486,433.9866666666667,3866606,0,225.14272510269274,437.42,3735537,0,0
219.19014576390063,434.32,3932167,0,227.5623577542355,437.68,3538949,0,0
223.1033841070099,434.3066666666667,3932177,0,230.39609371688576,437.6666666666667,3735552,0,0
221.2372030197453,433.82,4128786,0,230.23849953182605,437.58,3670028,0,0
223.31074015072957,433.38,4194292,0,229.12545326378154,437.5,3801080,0,0
225.17473215261077,434.3666666666667,4194310,0,230.6781162861647,437.82,3866629,0,0
224.08138402523906,433.7866666666667,4194312,0,230.9371631707061,437.4533333333333,3932164,0,0
220.75479609738946,433.58666666666664,4128749,0,228.8227407113783,437.34,3932157,0,0
223.54438783680823,434.56,3801091,0,227.8348232089789,437.82666666666665,3997691,0,0
221.26659636435562,434.4,4063230,0,228.06461072833432,437.94666666666666,4194296,0,0
223.68346683054904,434.1333333333333,4259851,0,229.60068234509527,437.75333333333333,4128774,0,0
225.6565531953371,434.6666666666667,4063248,0,232.68806014347476,437.8933333333333,3932163,0,0
229.93818009775293,433.9,4325393,0,236.3597540473702,437.8666666666667,4128773,0,0
230.39223077178622,434.14,4325388,0,238.09838302684878,437.81333333333333,4325379,0,0
233.25659690563953,434.6666666666667,4521977,0,241.7363301891822,437.81333333333333,4259842,0,0
231.03136872150787,434.48,4194319,0,239.64803358258544,437.66,4128776,0,0
229.30765360100827,434.06666666666666,4325370,0,237.89211840664248,437.7,4456450,0,0
229.1184846318603,434.48,4259846,0,233.68598588704458,437.9266666666667,4259849,0,0
228.7065077051081,434.26666666666665,4325378,0,232.2584767021432,437.6666666666667,4259838,0,0
228.46565022631594,434.14,4325373,0,232.09327148081366,437.58,4259844,0,0
230.58424346284664,434.25333333333333,4390892,0,233.1558420170223,437.64666666666665,4456439,0,0
230.43819127913673,434.17333333333335,4521982,0,233.0960889132777,437.61333333333334,4521981,0,0
229.73560165256637,434.3,4325391,0,235.62734702633026,437.47333333333336,4587523,0,0
232.66283186906614,434.35333333333335,4456445,0,236.55546213661324,437.47333333333336,4587513,0,0
232.44057305040357,434.23333333333335,4390919,0,235.77926117451466,437.55333333333334,4587524,0,0
229.3225966478954,434.08,4587527,0,234.90212146054932,437.58,4587520,0,0
226.2580827285514,434.48,4456433,0,232.74983709267482,437.9266666666667,4587512,0,0
228.79031156643558,434.3,4456445,0,232.636454580962,437.8666666666667,4325373,0,0
226.8853895692713,434.3,4456444,0,232.38437985372425,438.23333333333335,4390914,0,0
228.85943284033542,434.3333333333333,4259844,0,233.72147241249928,438.44666666666666,4063242,0,0
230.85782060249406,434.38666666666666,4259845,0,233.28704779019915,438.7133333333333,4259838,0,0
235.52763461357708,434.38666666666666,4325373,0,235.86600715943223,438.6,4128770,0,0
234.65883036158402,434.42,4325385,0,237.07160662269672,438.25333333333333,4063236,0,0
235.1236837638154,434.17333333333335,4390910,0,237.9170583767937,437.7133333333333,3997691,0,0
233.92725364950533,434.02666666666664,4390896,0,239.04151661723256,437.32666666666665,4128759,0,0
234.09745833733436,434.12666666666667,4521974,0,240.445295233656,437.1,3997693,0,0
234.03593741133005,434.1,4456462,0,239.46101979236622,437.06,4063244,0,0
228.8965705291366,434.37333333333333,4521966,0,237.54638845216456,437.5133333333333,4325366,0,0
228.3518629951009,434.06666666666666,4194313,0,237.62231937818188,437.55333333333334,4325375,0,0
228.3698900176349,434.58,4259839,0,236.73532337472017,437.5733333333333,4128764,0,0
229.07121163515944,434.44666666666666,3932171,0,235.3431395501754,437.82,3932173,0,0
227.1445501584105,434.43333333333334,3997694,0,236.41896427035346,437.9,3997690,0,0
231.63105721527643,433.7866666666667,3997703,0,238.60044705183043,437.58666666666664,3932166,0,0
230.93255869770002,434.43333333333334,4194296,0,238.09577904700453,437.81333333333333,3866624,0,0
226.61007626905442,433.64666666666665,4259834,0,237.78368320807886,437.64,4063228,0,0
226.20173886746906,433.93333333333334,4390916,0,238.418609452646,437.4866666666667,4128769,0,0
229.09567142717182,433.94666666666666,4587525,0,240.02412378758933,437.3666666666667,4194299,0,0
225.679182321572,434.6533333333333,4653034,0,233.3628505139582,437.75333333333333,4259830,0,0
226.51257507402687,434.08,4456453,0,234.1633902499136,437.68,4128771,0,0
232.50592823983362,434.75333333333333,4521971,0,235.62086777985803,437.96666666666664,4128764,0,0
233.25802594266003,434.14666666666665,4390909,0,237.83823634282749,437.6666666666667,3997695,0,0
232.5660622991526,434.28,4325377,0,236.92844208044477,437.67333333333335,3932157,0,0
236.56805926977265,433.94,4325391,0,241.03154703620575,437.42,3604488,0,0
237.93698045210766,434.1933333333333,4194308,0,239.5775309442297,437.62,3473414,0,0
233.6099741021346,434.35333333333335,4194318,0,238.02988607875832,437.7733333333333,3735555,0,0
232.96819525420202,434.5133333333333,4259851,0,237.20539622866931,437.82666666666665,3735558,0,0
226.0833179751807,433.7866666666667,3997701,0,231.0648682368943,437.52,3801089,0,0
224.95254314336316,434.20666666666665,4128753,0,232.15506312233066,437.6,4128763,0,0
224.28487837272192,434.8666666666667,4128768,0,233.54066027139686,437.84,4259841,0,0
226.72819263014765,433.62,4194303,0,234.53616636530353,437.37333333333333,4063234,0,0
227.9089584315047,434.24,4128740,0,236.13168642376934,437.73333333333335,4063220,0,0
232.68589700853525,434.86,4063238,0,239.30460366096875,437.97333333333336,4063234,0,0
233.4082403572476,434.24666666666667,3866635,0,240.89221656168138,437.8466666666667,3932164,0,0
230.7590373817098,433.32,4259841,0,241.654574410114,437.26666666666665,4063231,0,0
228.092057438804,434.4266666666667,4194293,0,239.73246199322554,437.70666666666665,3997694,0,0
228.47978758160062,434.1333333333333,4128777,0,239.29181626903443,437.46666666666664,4063234,0,0
229.98262253193536,433.9266666666667,4259831,0,242.12025937537734,437.52666666666664,3866622,0,0
229.60631524415874,434.23333333333335,4390895,0,241.49459621283455,437.68,3997694,0,0
232.17747522100416,434.6066666666667,4390916,0,241.93821525339894,437.9266666666667,3866623,0,0
232.77011549309046,433.91333333333336,4259845,0,240.43071073942835,437.5933333333333,4128766,0,0
232.0450818267864,434.02666666666664,4194307,0,239.6561981951089,437.6666666666667,4063232,0,0
232.15952848562273,434.08666666666664,4259848,0,239.65486294530584,437.6666666666667,4128775,0,0
228.54554615364236,433.6666666666667,4456449,0,240.01019422793968,437.36,4128765,0,0
228.89828891161827,433.85333333333335,4325359,0,238.61211201445747,437.5933333333333,4259831,0,0
229.70235813620488,434.28,4259823,0,242.8889046457248,437.9533333333333,3997695,0,0
224.70574833175348,434.67333333333335,3932152,0,241.20692361538877,438.02,3932158,0,0
224.4079321236217,434.0133333333333,3801078,0,241.32844838518312,438.08666666666664,4063233,0,0
225.61091876650534,434.14,3801078,0,240.0325533478046,438.37333333333333,4063226,0,0
225.34123753395278,434.5,3670008,0,239.81167611273642,438.25333333333333,4063224,0,0
226.24175859759694,434.46666666666664,3735565,0,237.93899778444614,437.7266666666667,4128775,0,0
231.28879494404106,433.61333333333334,4063246,0,240.07954237432781,437.4,4259850,0,0
226.70735909243587,434.2,4194291,0,240.59186741589306,437.18,4194294,0,0
230.29085956676613,434.58666666666664,3932162,0,241.50837114546016,437.18666666666667,3997694,0,0
231.0429108773231,433.9866666666667,4194309,0,243.30899421654487,437.18666666666667,3866632,0,0
232.8225504542032,433.94,4194306,0,244.75995042762477,437.5,3866620,0,0
233.2763740001689,434.18666666666667,4063225,0,245.02099229793896,437.64666666666665,3801088,0,0
234.74452780274416,434.4866666666667,4194301,0,242.74314271124803,437.87333333333333,3801085,0,0
234.77548140013826,433.99333333333334,4390908,0,241.72211317957652,437.8066666666667,3932161,0,0
234.06912084538902,434.11333333333334,4194313,0,237.7896689653835,437.64666666666665,3735556,0,0
233.0336742475931,434.05333333333334,4325363,0,235.21968455042193,437.75333333333333,3670010,0,0
232.10644109976784,434.05333333333334,4325373,0,232.4725503509321,437.78,3801082,0,0
234.54689651894068,433.86,4390918,0,229.64857209803563,437.7866666666667,3997698,0,0
231.73257575633744,434.8666666666667,4128771,0,227.72743942412092,438.28,3932162,0,0
231.50359248472438,434.74,4128766,0,230.3734938456824,438.6666666666667,4259845,0,0
228.40372151083704,434.08666666666664,4194310,0,231.11108440170787,438.05333333333334,4521986,0,0
222.47701004822946,434.52666666666664,4325396,0,232.9800992931943,438.0466666666667,4390925,0,0
220.32031227283608,434.4266666666667,3997698,0,236.95669083892383,437.68666666666667,4390912,0,0
221.692429580564,434.12,4194305,0,239.96944249910933,437.3333333333333,4521979,0,0
219.13700432986363,433.82666666666665,4390906,0,238.8046342375569,436.6933333333333,4456441,0,0
220.3212502990425,434.44,4063232,0,238.0440575467771,437.28,4325374,0,0
224.62822618718243,434.64,4063225,0,239.16419743208502,437.3933333333333,4194303,0,0
227.71804203151464,434.24,4194316,0,240.25386573372757,437.49333333333334,4128771,0,0
228.14524613353953,433.96,4194313,0,241.05093514303846,437.43333333333334,4194312,0,0
231.02427000930732,434.48,4259842,0,241.66240915789945,437.7733333333333,4063230,0,0
232.00721253156476,434.50666666666666,4390925,0,243.24259495409106,437.6533333333333,3997707,0,0
231.59039991617385,433.78,4521985,0,241.15104533604384,437.49333333333334,4390917,0,0
232.66393503649564,434.36,4325378,0,241.43946101110592,437.6533333333333,4653057,0,0
234.19184443528343,434.18,4194301,0,239.6014468515024,437.64,4521978,0,0
231.07124442474446,434.52,4259840,0,239.75825324689032,437.7266666666667,4521989,0,0
229.08666482359902,433.9533333333333,4194294,0,238.689784727653,437.64,4456446,0,0
231.48040953825875,434.22,4194310,0,239.78461168306862,437.74,4259839,0,0
231.21140398633744,434.0733333333333,4063235,0,238.00796905425946,437.76666666666665,4063233,0,0
225.87379957253415,434.26666666666665,4063229,0,238.11054855535764,437.82,4194303,0,0
229.5680872130677,433.6933333333333,3801084,0,239.4875640473495,437.5733333333333,4259837,0,0
228.8105912467049,434.31333333333333,3670026,0,237.83321887406728,437.6666666666667,4456453,0,0
228.82036622643537,434.32,3735544,0,236.91494957755057,437.6666666666667,4325373,0,0
