RMS_ch1,MAV_ch1,WL_ch1,SSC_ch1,RMS_ch2,MAV_ch2,WL_ch2,SSC_ch2,RMS_ch3,MAV_ch3,WL_ch3,SSC_ch3,RMS_ch4,MAV_ch4,WL_ch4,SSC_ch4,RMS_ch5,MAV_ch5,WL_ch5,SSC_ch5,RMS_ch6,MAV_ch6,WL_ch6,SSC_ch6,RMS_ch7,MAV_ch7,WL_ch7,SSC_ch7,RMS_ch8,MAV_ch8,WL_ch8,SSC_ch8,Label
11.119428,7.6705713,428.2947,25,23.725233,16.036053,1128.0892,25,6.938983,4.9666243,307.01868,25,3.3954957,2.542774,105.19911,25,2.7525887,2.2265468,94.40175,19,4.3800583,3.3578222,172.49463,20,13.71406,10.244026,692.5159,24,18.972296,14.156504,760.62476,22,0
7.65095,6.335752,303.96228,23,23.826738,16.000898,1082.2773,23,7.9837303,5.686276,325.51843,24,3.5212436,2.6425936,100.600555,24,2.72777,2.1962907,83.95122,20,3.6755774,2.911898,129.55414,19,16.22774,11.884445,812.0375,27,17.332033,12.990969,773.4955,23,0
9.179268,7.480109,349.1565,22,27.698175,19.459423,1263.7968,24,11.293655,7.731935,442.1736,24,4.292497,3.323453,126.16481,25,3.0796182,2.4774914,95.52317,21,4.0364537,3.2757657,134.05292,19,16.46413,12.113226,835.36804,25,24.885715,19.07882,997.4397,22,0
8.642311,7.0299754,353.28485,25,21.00418,14.782547,900.0267,25,10.574389,6.9675374,423.922,25,3.8021317,2.8936226,112.15877,25,2.9371397,2.4053643,96.72521,21,3.988728,3.2397535,130.95642,20,16.313961,11.78594,797.54956,27,25.01342,19.186874,1006.32104,21,0
8.334945,6.560501,345.3445,25,18.339878,13.153705,771.10205,24,10.045794,6.381032,366.70853,23,3.434886,2.51047,100.8308,24,2.8183475,2.2124815,99.99498,24,3.7044003,2.956079,121.3113,21,16.797808,12.427725,883.8842,26,24.370289,18.891676,970.97095,21,0
9.358431,7.3924327,377.9164,23,23.359818,16.88266,921.1487,23,10.930754,7.696061,437.7898,24,3.6307309,2.7504184,108.61569,21,2.958192,2.3853147,113.01027,25,3.672297,2.8941994,115.13137,21,16.012106,11.84685,780.8677,24,27.818974,22.691679,1050.0896,20,0
9.892074,7.6921744,405.4132,23,24.315723,18.10839,948.2788,22,11.572076,8.304461,478.4624,23,4.6337876,3.3453045,152.20477,21,3.3443103,2.5954182,129.8913,25,3.753252,2.8607085,122.62068,21,11.59194,8.875851,580.24634,24,27.789665,22.6823,1011.7212,18,0
8.878138,6.9532404,362.72266,24,20.046177,15.066714,768.39136,23,8.483998,6.391018,356.73868,23,4.0752435,2.9125702,134.14566,19,3.0047953,2.264377,109.70665,23,3.2313542,2.4990108,113.46745,21,10.513812,8.128175,528.2612,24,22.709702,18.588615,861.0936,20,0
9.055112,7.194966,374.94745,24,23.041605,17.756653,927.2584,22,9.031435,7.054309,383.14737,21,4.1073246,3.0040505,139.73477,17,2.8008265,2.0633688,91.15053,21,3.2766364,2.501631,120.36377,22,10.603307,8.246847,508.10437,23,21.619131,17.24879,751.49243,21,0
9.38999,7.704546,420.67648,23,23.686298,18.504301,1018.2903,23,10.162282,8.218948,470.8965,24,4.2867813,3.2849135,158.1337,16,2.8970726,2.1907187,101.800186,19,3.2608438,2.5926726,119.81152,23,8.8832855,7.226128,413.53433,23,20.328579,15.940527,670.8581,21,0
8.5663,7.038594,392.98523,24,20.380228,16.449938,918.7243,25,9.4936,7.4006624,436.60733,25,4.232649,3.2022443,161.48462,20,2.8349504,2.1233332,86.61964,20,3.168038,2.589512,110.50597,22,8.79389,6.83504,401.93042,23,23.246702,17.878578,910.13916,21,0
9.217889,7.6366415,416.1158,23,19.331612,15.450267,972.0736,26,8.286551,6.6506896,418.93143,24,3.0180073,2.5771158,132.08005,20,2.100142,1.6986691,70.38772,20,2.7418869,2.2825084,103.21065,22,8.4892025,6.41122,375.8425,24,24.451399,18.653912,990.1386,23,0
9.749656,8.039623,447.5378,21,27.12382,20.94931,1164.8024,25,16.494871,10.390326,549.69946,24,4.8683977,3.4195964,168.40482,22,3.3440006,2.4759874,98.58741,22,3.609051,2.8408825,128.85272,21,12.092116,8.521544,519.6515,23,27.047976,20.41534,1086.4421,22,0
16.773829,11.693005,625.18774,19,36.869595,27.622406,1616.7993,24,27.393074,17.049194,1022.5739,23,9.8713455,6.106683,327.5098,23,5.47738,3.8409643,176.79817,23,5.3235474,3.8844278,187.76349,21,18.175037,12.516749,754.23865,21,35.15992,27.283709,1350.5621,21,0
19.189642,14.404871,676.89484,16,38.70032,29.696608,1690.7532,24,28.50573,18.660465,1044.7003,22,11.152059,7.458414,418.27625,22,5.9248204,4.335085,219.33429,23,5.935275,4.5527034,216.58127,19,18.820734,13.147292,806.46924,23,36.774635,29.904808,1407.5886,23,0
20.307898,15.914258,757.09564,16,44.2186,34.990463,1938.888,22,29.24241,20.424389,1123.9221,20,11.529354,8.131129,444.93427,20,6.2113414,4.66137,253.5169,22,6.1581135,4.7509546,241.95024,22,19.681866,14.670417,881.8508,25,36.664864,29.238287,1429.8206,25,0
24.67205,18.83555,975.03046,17,48.969833,40.649567,2367.6458,21,33.101944,24.788588,1332.7269,20,12.316525,9.127667,510.8216,20,6.5973573,5.151967,286.4195,21,6.465796,5.2548594,268.03104,21,21.270367,17.136196,1007.52325,24,41.784546,33.678074,1809.7627,26,0
25.252457,19.668896,1023.6111,18,49.88019,41.11813,2479.8623,22,32.084152,24.643805,1367.3944,20,12.114204,8.943628,524.31805,20,6.3203855,4.881333,298.5592,22,7.469579,5.7665133,323.1917,23,19.552038,15.290189,903.27515,25,41.89152,34.51806,1949.1725,25,0
21.368505,16.379623,837.26135,17,45.710033,37.25494,2237.6372,22,24.87679,19.710003,1012.5281,21,8.904076,6.881049,382.18256,21,4.8683534,3.8811722,241.67395,23,6.917459,5.488671,306.52008,23,14.387886,11.885828,686.4811,26,37.929188,30.913313,1888.6174,25,0
20.533957,15.277864,888.41846,19,47.805676,40.007366,2510.9512,22,23.654497,18.068121,954.29846,20,7.4416304,5.78065,301.91302,20,4.517042,3.6203263,211.03076,22,6.89508,5.403005,330.38766,24,15.898809,12.7408085,754.8708,25,41.357426,32.969738,2151.819,25,0
24.238682,17.884268,996.16223,21,44.180607,36.779972,2329.7307,23,23.778843,18.208292,956.13416,21,7.2152433,5.6526465,288.5355,21,4.5472136,3.8014982,197.50336,21,7.290422,5.8894825,372.80566,23,15.499814,12.352807,786.8893,25,39.18973,30.302044,1944.1609,24,0
19.683033,14.57693,863.27893,23,41.91215,34.76276,2162.5918,23,18.184702,14.12017,759.9637,21,5.651543,4.4264655,216.02048,21,3.8862588,3.1806622,168.90436,22,7.0407515,5.502452,348.05038,22,13.572695,10.480357,670.30774,26,37.099358,29.185652,1908.4485,24,0
19.676836,14.4655485,868.00964,24,36.586437,29.392624,1863.6346,25,14.26922,11.181571,598.2918,21,4.7556086,3.8492973,162.71838,21,3.6067317,2.9385688,135.68498,22,5.4111686,4.3395905,251.62479,22,12.935889,9.602767,596.0465,25,36.67946,28.11887,1802.9402,24,0
21.459778,16.038965,968.4894,27,32.0096,25.341873,1537.8188,24,12.702805,10.2339945,509.0756,19,4.387492,3.4668124,149.42743,19,3.6927195,3.0048907,129.40155,23,5.4861355,4.2805085,233.18213,23,14.164793,10.90071,638.4467,22,43.842983,33.726994,2037.543,23,0
24.427835,18.392887,1087.5317,27,25.364225,19.034328,1033.3279,24,11.926098,9.436657,474.24628,20,4.196204,3.3375578,137.72156,19,3.7088454,2.9458394,124.263885,25,6.80195,4.961631,274.00153,22,10.8374195,8.858676,466.789,23,43.060577,33.929832,1983.4425,21,0
21.967428,16.052917,996.90247,28,21.878428,15.799924,888.9728,25,9.457825,7.295328,363.72955,21,3.5643277,2.7818654,120.43422,20,3.2861772,2.5107865,119.70169,24,6.302363,4.4261026,226.15993,23,9.485414,7.420628,359.67914,22,42.934814,34.405743,1979.3545,20,0
24.942394,18.390804,1100.6234,28,16.201254,12.633786,651.60156,26,9.121697,7.0691733,336.70032,22,3.561694,2.789233,121.88776,22,3.479934,2.7702408,127.95446,24,6.305648,4.375266,238.04218,24,9.573118,7.535557,389.43225,21,40.8691,32.28945,1802.7001,18,0
27.09466,20.331333,1278.9961,28,19.385414,14.4217,772.5809,26,9.1302595,7.0606647,370.70734,24,3.6142027,2.7888868,139.41855,22,3.5015795,2.7416623,135.36928,25,6.853574,4.885011,279.34277,25,10.187221,8.058525,410.95178,23,46.323154,37.14942,2264.5688,18,0
26.598087,19.997389,1321.5543,28,20.533089,15.206559,943.5059,26,7.4370823,6.036281,349.02826,26,3.1215234,2.4084492,127.83321,27,3.1045814,2.4045703,126.54419,25,6.1810265,4.0879755,244.40945,26,7.732371,6.0844717,380.59683,24,38.013805,29.87179,1922.1022,21,0
27.628942,20.757572,1318.8474,26,22.28215,17.533272,1110.7151,26,7.0704775,5.652657,349.5515,26,3.067146,2.3665125,146.22318,28,3.092274,2.4405966,134.7786,24,4.2777457,3.072674,183.19861,25,7.7116194,6.065045,396.36234,24,37.51747,29.197767,1935.5906,21,0
31.874495,24.506477,1616.0688,26,22.7496,18.448893,1133.0723,22,7.09211,5.700238,339.0381,26,3.1745346,2.4760737,165.8002,28,3.3822498,2.6880636,156.48596,25,5.124777,3.6962426,207.41449,24,7.9173956,6.3517246,401.98267,25,37.25482,28.768597,1939.5002,24,0
33.796467,26.942305,1730.0544,26,21.607054,17.44827,1043.321,22,6.3701835,5.032153,301.86047,27,3.1549199,2.4266036,166.8436,29,3.2413092,2.5115654,153.08641,26,5.162052,3.7824202,207.51846,24,7.2280564,5.6546974,380.15662,27,41.492435,31.355267,1962.4729,24,0
34.16533,27.914877,1862.26,26,17.839357,14.922799,875.44836,23,5.809652,4.6753736,255.93875,27,3.48488,2.6994996,162.0693,28,3.334475,2.625744,156.08755,24,4.6491227,3.5698576,188.11508,23,7.040144,5.739104,378.66083,25,35.79162,26.648314,1646.0254,24,0
37.89171,31.772112,2139.9517,26,16.108278,13.670672,737.1611,21,5.697054,4.552501,247.77647,24,3.7983503,3.0533667,185.70052,27,3.7547128,2.998993,185.16321,25,5.029142,3.9897575,210.46246,22,7.3636055,6.0233583,380.6602,26,38.607918,29.681849,1904.975,25,0
35.47307,29.057226,2049.203,27,14.437281,11.988989,579.9704,18,5.79399,4.6445045,233.82913,22,3.4348252,2.6947315,161.73705,27,3.360641,2.5886223,169.50952,26,4.711346,3.6632633,197.86696,23,6.553496,5.2212033,321.0949,26,35.749428,27.44937,1838.1895,25,0
33.779682,28.029694,1792.2821,24,14.632901,12.186799,550.03015,18,5.7987757,4.6642933,218.91028,19,3.2710083,2.6067603,141.58432,25,3.140092,2.446821,161.33034,27,4.3653646,3.5063965,215.67374,25,7.67502,6.0914187,408.79013,24,39.93523,31.41472,2130.6104,24,0
30.499619,24.833834,1544.6082,22,14.971121,12.500931,544.29834,17,5.775112,4.742161,205.18784,21,3.301333,2.632055,128.98856,23,3.134823,2.4515426,148.04219,23,4.4313073,3.465363,218.95386,25,7.6369777,6.042101,378.92584,25,35.524414,28.831308,2000.3121,25,0
31.346836,25.680296,1341.5422,21,15.001422,12.506133,525.7765,16,5.304881,4.2405386,193.8675,20,2.7951307,2.2474906,114.40767,22,2.8518007,2.1845903,134.20837,24,4.061871,2.977679,197.39113,26,6.7200975,5.2514257,339.9843,27,35.005135,29.258417,1859.0667,24,0
31.436054,25.568838,1251.6843,21,22.747723,16.197538,735.56335,18,7.0545526,4.924598,204.35828,22,3.1386824,2.4236295,107.53212,22,2.763433,2.218396,118.558365,24,4.2819076,3.2438917,190.85455,24,8.221584,6.1079044,364.12784,25,37.9475,29.401901,1641.6431,23,0
36.5864,30.440481,1337.3712,20,24.88017,18.5689,891.0361,20,8.683451,5.958108,301.2824,22,3.2950444,2.6055574,110.54947,20,3.1151047,2.5513623,126.059616,22,4.5369434,3.4836817,197.35419,22,8.909895,6.9177256,417.6275,24,38.664085,30.4664,1588.0103,22,0
34.90086,28.84532,1405.3318,22,24.012266,17.201336,916.84033,22,8.615942,5.794961,314.24457,23,3.3220527,2.5843306,122.90074,20,3.064409,2.5035572,116.48781,20,3.82289,2.945173,151.70331,21,7.6264844,5.687217,324.39163,24,33.478306,25.556301,1214.7527,23,0
36.39649,30.549076,1584.7987,23,24.075935,17.306732,949.0473,19,9.152799,6.310734,333.57193,21,3.7537098,3.0149612,140.09512,21,3.1768022,2.600857,122.01013,21,3.8042014,3.013075,151.69168,20,7.7127805,5.6795683,331.24167,22,33.004303,25.186455,1260.429,22,0
36.023827,29.635384,1674.2437,23,25.17854,18.880629,947.4209,20,10.172574,7.5104995,345.33813,22,3.8895965,3.1509566,143.88866,21,3.2534068,2.7147481,118.40979,20,4.169567,3.4504797,172.67343,20,7.7072124,5.5981097,308.45557,21,32.183212,24.260752,1243.0619,22,0
32.331245,26.17372,1391.7501,24,18.283913,14.883724,709.2495,20,8.859005,6.640862,335.2139,22,3.292893,2.6797693,139.5307,22,2.7577896,2.2092168,106.25902,19,3.441702,2.7742271,157.50645,22,5.9315543,4.6376085,287.35785,24,27.768692,23.431217,1379.7822,23,0
26.552843,21.499828,1259.0685,23,15.24047,12.675161,596.78345,20,7.1046515,5.4770575,245.05731,21,3.3974233,2.7411344,144.29442,25,2.6635637,2.0626209,102.260345,22,3.9621115,3.1584318,181.45221,22,5.422656,4.366369,285.83078,24,26.985144,22.114721,1450.0876,24,0
33.77571,26.195988,1568.3682,22,15.252508,12.506176,573.01,20,7.2698197,5.7286406,260.79,21,3.323566,2.6769361,130.26147,26,2.390372,1.8429354,82.40065,23,4.277799,3.3911548,196.22533,24,5.533764,4.4871645,302.757,26,29.599655,24.645454,1716.9535,24,0
35.684845,27.45929,1761.6052,22,14.190859,11.391652,569.76154,22,6.93631,5.426849,246.06433,23,2.9332144,2.4034784,128.76208,27,2.1106977,1.5613991,71.94389,23,4.10606,3.1741884,193.30386,25,5.315374,4.4171143,312.50037,26,33.221878,27.896822,2022.1371,26,0
37.237907,28.851559,1888.053,23,13.511326,10.736683,622.55396,22,5.3980656,4.219358,222.98209,21,2.7049925,2.2160697,126.433624,27,2.0059578,1.4260104,75.61681,23,3.8828723,2.9467058,183.00206,27,5.5821686,4.641362,332.15073,25,34.41008,29.123503,2217.4458,25,0
40.392044,31.974401,2182.8857,23,14.473585,11.504372,620.83435,21,4.853529,3.8560839,181.99881,21,2.6817415,2.1984978,115.08209,27,2.1566458,1.5967988,75.99489,23,4.0398245,3.1572526,186.19974,25,5.354368,4.481516,301.6826,24,31.07888,25.832304,1948.6858,24,0
43.341167,35.360035,2431.446,24,14.228691,11.204069,620.7166,20,5.9242587,4.572316,212.24234,21,2.3560057,1.9605345,107.57585,27,1.8127234,1.4469054,70.5873,20,3.1650255,2.5243871,145.62332,25,4.8315783,3.9556878,253.90303,23,30.249502,24.974466,1854.6115,24,0
38.946568,31.903841,2098.931,26,14.323594,11.608,626.7981,21,5.850829,4.502609,203.51321,19,2.578326,2.1320846,123.07327,26,1.972902,1.5483369,79.31171,18,2.7366698,2.259332,126.73949,24,4.673724,3.7748961,230.88092,22,27.3774,21.522438,1576.7554,22,0
37.494263,31.041609,2021.8739,25,16.591278,13.401077,725.5465,21,5.542884,4.30195,217.9794,19,2.7948933,2.2449763,134.30025,26,2.3470588,1.9130592,100.75334,21,3.1912346,2.6009247,143.97119,23,5.3028,4.221836,247.77835,22,22.549297,18.156567,1280.9158,22,0
36.556923,30.457073,1874.1104,26,16.282503,13.116003,751.157,24,6.5562034,5.1684637,270.17108,21,3.1842186,2.5533202,153.3729,25,2.6075282,2.1316593,113.14505,21,3.276634,2.6606023,145.50316,24,5.1315145,4.131455,250.53888,24,25.52885,19.597338,1328.7778,24,0
36.94906,30.793139,1821.6143,25,16.113201,13.099803,793.8883,24,6.8836436,5.563364,288.04236,20,3.2918625,2.68991,152.70749,23,2.613126,2.1101646,118.20685,21,3.274669,2.6702576,143.08667,26,4.778149,3.7654529,230.2463,24,28.798477,22.216816,1473.8293,24,0
38.264946,31.582142,1691.6943,26,17.122868,14.288899,825.8257,24,6.0541058,4.868437,266.17032,20,3.444411,2.8783598,153.40558,21,2.7143843,2.250505,117.90852,24,3.4257138,2.844119,147.79248,26,5.265325,4.281418,246.11028,23,30.373014,23.507568,1519.7974,24,0
46.36455,37.51199,2084.4077,25,22.37163,18.220707,954.1946,23,7.712498,6.043872,319.78256,23,3.741627,3.1251652,148.52965,19,2.9248784,2.4091985,122.18526,24,3.6575036,2.9734883,146.3052,26,6.877238,5.304312,308.03418,24,37.439827,29.882517,1879.7999,25,0
48.488068,38.55288,2087.2483,23,24.626173,20.30205,981.5896,23,8.893429,7.0608764,342.30252,22,4.1797113,3.4727743,145.0433,19,3.1402254,2.5829046,125.454216,25,3.40257,2.7956574,124.41493,27,6.7592025,5.3016586,302.06177,25,38.07387,30.584656,1825.7585,25,0
50.26953,39.659843,2302.5762,23,26.49091,22.371517,1212.887,23,8.632097,6.8310456,345.8769,22,3.958334,3.2715733,144.2774,19,3.1243618,2.581165,137.66891,25,3.4115214,2.8169718,138.36345,25,7.1241856,5.7179933,347.4411,24,36.281075,28.753578,1707.0957,24,0
54.773834,43.790794,2694.8489,25,27.184576,22.89184,1265.7032,24,8.986074,7.2265315,357.8681,21,4.153174,3.4473283,157.5746,20,3.3401535,2.8088996,136.35446,24,3.561589,2.9442186,143.32994,24,7.543661,6.269901,391.20416,25,36.58054,29.184864,1747.2012,24,0
52.475574,40.530598,2757.2979,24,26.97836,22.273542,1238.613,24,9.3851795,7.798112,365.867,22,4.114354,3.4336658,158.88959,22,3.2692425,2.6935685,136.84383,22,3.3497407,2.6937635,139.59512,23,9.567593,7.6329656,512.51294,24,41.359547,33.66033,2106.796,23,0
45.560627,34.170444,2401.3105,25,23.2317,18.979311,1075.7148,25,8.200894,6.8157363,313.2126,21,3.8235812,3.1770964,152.77908,23,3.1904335,2.5902534,138.94794,23,3.306941,2.5953267,141.84119,23,8.742156,6.9332204,470.28735,24,35.94605,28.94676,1825.7434,22,0
47.22116,35.94196,2410.2014,27,19.962894,16.087101,971.02875,25,6.8108993,5.7032967,267.22748,23,3.2073514,2.735199,149.86661,23,3.0788896,2.5140824,140.79694,21,3.5944197,2.8073087,148.44347,22,8.575295,6.689651,437.7559,22,35.369667,28.291481,1783.5184,22,0
49.2121,38.113335,2479.9119,26,20.464119,16.334139,894.1482,25,6.97734,5.8063984,267.58353,23,3.7011821,3.078019,176.6416,23,3.446242,2.730096,151.76302,21,3.988316,3.0435355,152.04239,21,8.489272,6.488708,401.86166,20,36.008163,29.081888,1807.3173,24,0
44.10766,33.837036,2168.385,26,20.947002,17.058731,904.6514,24,6.4862475,5.3720484,260.276,24,3.4954953,2.8898485,162.74968,24,3.2728462,2.5122576,142.54015,23,3.7065248,2.6872053,137.32623,23,8.171445,6.059615,358.27325,20,34.017418,27.012825,1745.221,25,0
45.507153,35.824295,2209.6738,24,20.616026,16.748875,925.4992,25,6.873657,5.487823,295.79147,24,3.8795397,3.147538,189.57422,23,3.718058,2.8829794,174.95813,24,3.8798442,2.8352795,154.51468,24,5.618575,4.5208426,230.781,20,29.207996,23.642216,1516.63,26,0
51.824463,41.44147,2583.8535,25,22.534239,18.296383,1027.6699,26,7.934025,6.206299,386.78442,26,4.193656,3.3458962,221.26195,25,4.073493,3.1368608,204.54437,25,4.317445,3.2092252,186.80107,25,6.111147,4.8905525,267.7042,21,29.676874,24.026772,1567.5554,27,0
50.49317,39.994156,2585.7607,23,22.059673,17.691711,960.89667,23,8.115887,6.5383773,398.0785,25,4.2358847,3.4234025,217.12918,25,4.1535625,3.228912,206.78375,25,4.1492734,3.0536249,178.32344,25,6.0376844,4.7438445,292.6219,24,28.950943,23.086842,1555.6211,26,0
47.01157,36.77118,2415.3977,24,18.777224,15.175363,733.83777,20,7.7043557,6.173591,362.56604,25,3.9367638,3.1870084,185.2975,24,3.8184392,2.945248,173.59412,25,3.5910203,2.5897985,149.95886,26,5.565148,4.3405685,270.25696,25,26.149584,20.998735,1474.1221,25,0
45.374767,35.317894,2273.6882,23,18.073402,14.754026,707.56934,21,8.060527,6.5246096,395.99188,25,3.8536952,3.0897195,191.40628,25,3.7881224,2.9156344,177.6542,24,3.6252527,2.6952066,160.2649,26,5.6857457,4.462271,282.32706,25,25.841454,20.788603,1398.0742,23,0
48.053608,37.71899,2415.3196,22,18.230928,15.015158,754.55493,22,7.0350504,5.529201,326.17725,24,3.48232,2.7895842,176.27231,25,3.440783,2.6685672,162.28369,23,3.454517,2.5617974,138.92462,23,5.424803,4.2772183,278.9679,23,23.866903,19.511984,1246.8965,23,0
41.329517,32.9471,2139.8726,23,17.701038,14.879829,846.2845,22,5.6922045,4.5979543,244.10997,24,3.035826,2.4683428,150.01749,26,2.8999844,2.326772,132.37538,23,2.5739057,2.1296575,108.24128,23,4.805634,3.9377198,252.22133,23,21.871296,17.5348,1176.4568,23,0
38.40778,31.455816,2119.2637,24,19.478523,16.609774,1060.9856,24,5.6850357,4.5128856,290.04712,24,3.0323477,2.4595885,170.90381,26,2.6273186,2.114383,137.09892,25,2.5039108,2.1183107,126.65491,25,5.0652966,4.2381697,276.4701,24,21.203012,16.850792,1178.4965,25,0
36.301586,29.543098,2041.4326,24,20.305878,17.390615,1193.116,24,5.6707406,4.522263,306.58594,25,2.9184635,2.323613,175.31679,27,2.507671,2.0398974,147.06067,26,2.5618434,2.1799371,139.5527,25,5.130903,4.2820587,297.65802,23,20.869669,16.59726,1144.4934,26,0
37.235294,30.591738,2129.332,24,19.118269,16.220037,1128.516,23,5.021527,4.0882144,264.23926,24,2.8769841,2.2702587,171.98688,26,2.6898746,2.1988125,161.66779,26,2.7553444,2.3135254,154.37724,24,4.9697504,4.1454754,294.68195,24,28.924276,21.241898,1426.761,27,0
37.521122,30.551653,2171.294,25,19.028671,16.159212,1055.2583,21,5.420899,4.5539303,311.58295,25,2.7719965,2.2219348,155.4894,26,2.6080375,2.1327796,144.29279,25,3.014432,2.547623,161.75046,23,5.9938464,4.878274,340.85852,25,28.868217,20.773203,1423.249,29,0
40.726585,32.97806,2236.3596,24,16.575504,13.893926,848.02704,21,5.563249,4.758461,318.5699,26,2.6865044,2.1860497,144.88597,23,2.5299714,2.0931144,129.86981,21,2.8836606,2.3772495,154.07986,23,5.7142825,4.615087,334.9238,25,31.135937,23.672407,1652.4663,28,0
41.502422,33.549118,2175.8247,24,14.291609,11.984579,673.5834,22,5.2533584,4.4197135,276.6977,26,2.4828837,2.0232308,112.85559,22,2.3424473,1.8687427,101.14586,20,2.7440815,2.2640455,127.06509,22,5.420974,4.237634,292.60724,26,32.284218,25.319206,1743.1035,26,0
47.468864,39.064022,2578.7915,23,18.331581,14.327197,895.7477,23,5.75906,4.75222,312.58978,25,2.4304006,2.0252757,111.49582,21,2.4550273,1.9451766,104.66711,19,3.0258448,2.5175552,146.34395,21,6.21585,4.909724,332.1576,25,36.617916,28.704395,1953.7678,25,0
48.49481,39.90125,2583.407,22,21.999557,16.851185,1068.3975,24,6.861994,5.445054,378.10217,26,2.7546103,2.2464995,117.32326,22,2.2117102,1.7772304,93.378586,20,3.050864,2.5254302,151.87817,22,6.4031835,5.1205015,356.005,26,31.113867,24.537737,1710.0662,25,0
44.906532,37.037563,2467.7961,23,21.814528,16.510826,1115.9192,25,6.5908456,5.0591655,340.24432,27,2.7283955,2.189611,125.97087,23,2.2275763,1.7768612,97.43504,22,2.97214,2.4097705,154.31819,25,5.2979174,4.131665,299.0791,27,29.719381,23.504845,1560.5477,23,0
43.880287,36.343266,2366.5867,23,26.603176,20.410706,1346.001,23,7.5782666,5.711831,374.99896,25,3.320165,2.585968,154.02274,24,2.5227427,2.0005915,112.917206,23,3.2089925,2.6951663,171.24142,24,5.5033016,4.3677588,299.01596,25,27.969934,21.684649,1367.1749,22,0
43.485306,36.12579,2304.359,23,27.698437,22.393106,1386.7893,21,7.673961,5.89797,370.15042,25,3.3846114,2.640225,156.02539,23,2.589406,2.103525,120.1702,25,3.316916,2.8045661,183.7101,25,5.8000045,4.667468,309.2317,23,28.310797,22.309044,1305.0605,22,0
